transaction_id,final_amount
7ba3ac7b-630f-4c69-91b5-c8bebc6ce76f,75.0
e2d426e9-c8f3-4b5b-8fdc-6b983b4c1a0f,76.5
1d971f5a-1c6a-4074-b59b-9a6e432f9bc3,79.0
8ba07418-5199-415b-b126-a48d11439364,85.5
aea11de7-59d8-446f-8525-f0e850679330,75.0
dfdd6c19-cfed-4351-81aa-1b6394ac50c5,85.5
1311e3fa-eb65-4fc6-816f-88c60d02e6c1,78.0
fbfe86ba-de11-4abc-9dda-748e2154ed63,75.0
d5f423ed-eab2-442b-bee0-dd9f6a89e6fc,79.5
47a09e99-09f2-4d51-8642-a88437472adc,79.5
599d3938-e2a4-4596-b83d-150a279a4507,75.0
7fd9a565-0052-4a3d-b878-574c2f28a4ef,76.0
68e87926-d97a-494a-9f57-37a919a8e144,79.5
d504b561-c6b8-488d-afac-76ce34493408,75.0
1bae022b-0185-48b9-a0ab-063f38e1dcc9,90.0
d809681a-f2f0-4f04-ab9a-b2b548f93bb8,84.0
82264ce9-cae4-4b4d-a827-1cbf9930a767,78.5
4d0d733f-9438-4eac-931e-153bd7b0eb80,75.5
b9862a12-08bd-4b7c-9418-370dd930af33,87.0
e0ea239e-1080-4f62-ade6-78dbbadd6d77,78.0
60e9b93b-39a2-4b79-8936-165deb476052,85.5
416b1a12-4a88-4411-963c-707d4d5b9e97,76.5
9f2d521f-d82f-4f0f-a57e-1afa9520f948,90.0
057ad8fa-ae84-48c9-9ba5-052932bc894e,77.5
2221bc24-1fab-4376-8055-7b766a40c5cb,78.0
2bd04a62-6e8c-4c0d-a091-cee88b839d04,75.0
5ef1d7d0-507b-47aa-beca-e3db276ff0c5,79.5
1becd0a1-09f4-40c6-8db8-fe5e1d5bf4c4,75.0
a224d859-2720-4edf-a863-c75930a889c7,75.0
3b0960b6-ab62-4083-8f04-aa0b60b8c922,79.5
a1079ff0-3034-4af1-a802-84ba274a7317,76.5
1db4a56f-90fc-4816-873c-e6fb404d9570,78.0
a61dfda8-e632-48b6-afb6-554c583e0a07,85.5
9efc7179-e855-4e84-bf82-b458663cc284,75.0
2305f005-6393-4cb7-bfdf-07f5cf9ba6c4,79.5
54f3fca7-115a-44a7-826c-1af48482381e,81.0
5dd5607e-43d3-4497-8236-bfb2127148ad,75.0
15a75298-4a2b-48b8-9601-6a163602952e,77.0
4fcdba2b-f4c2-4818-8f41-0ea132524241,75.0
e3f006c0-d9d6-4931-bf49-d27d1b42da97,85.5
9f90bf03-6991-4f73-b167-e661227a0572,75.0
e80dff48-a5c8-4152-89fd-640b160a1802,87.0
5c22b532-cf73-4e56-8b28-1431bacbbdd8,75.0
846e01f4-1fbd-4cb9-a2d4-c847ed25cc81,79.5
a9e90ea6-6ae8-4202-9261-60a4ee2455c6,75.0
da29f458-3250-4bad-936e-8e97c938a859,78.0
7ad07fa0-738c-4ee0-8cc8-f41b5bb1a9c1,78.0
c452ffd4-e860-4e98-9d09-947890ebd14e,76.5
1360d95e-3eba-46ca-8b69-5ecbc5c12a4f,81.0
6d0d7184-f135-478c-9d57-3d9bdf5b6ccf,85.5
d2a628b8-e4b2-4c49-a761-303913a5c3f8,85.5
c7bb7a6b-c3c1-4c05-827e-db6cce3186a4,81.0
14154c89-5bbf-4346-8d9b-9c4f93a96339,75.5
c8da2266-6f7d-4075-beb0-76db86feaf2b,76.5
49e5784d-fe2c-4663-8de2-a4d0b6a794a8,79.0
a91c0fac-ed2c-4dc7-91f1-a603c3ce8116,75.0
e49ab729-dd80-4ef6-9b86-d1445ccf0259,75.0
58a116d1-cc86-4f3f-9a5f-2cf60938495a,76.5
0c955145-456d-4f05-867d-e4711575697c,85.5
9be588e8-642a-4bd0-91b6-ad8abcc19baf,78.5
d96e3cd4-728c-4b91-b727-8823e6118e78,79.5
3b5037cc-23d7-4dae-9459-5f112e3ea2fd,78.5
107da2c8-93f8-4e5e-80eb-9e3a20c4e1ef,75.0
e6c79d26-5605-497a-a454-255d483badb0,76.0
428166ea-509a-4197-bc26-e0bc5f905610,81.0
3c1573d6-b2fb-43a1-9c03-0122b21691e3,81.0
e254ff82-fadc-468b-8e80-052af67c8caa,75.0
64ce052d-81a4-41b8-9b4a-dcd620b7f98a,78.0
e4f50fec-7ddb-4bd3-8a0f-f0ede3517b3b,84.0
4058d018-9401-40a7-85ee-ec292d77f676,80.0
cc3b537f-f547-4d5f-9a76-ffebb5038640,77.0
5bbc6042-74f9-480b-bb70-5395d0a179c6,78.5
9299dd3d-2bcb-4b84-a982-de6a179bb038,75.5
da3fae83-abb9-42e0-8cc8-970503059acc,81.0
854eb98c-5d1f-4b45-869b-204f89038a08,78.0
ec2370c4-1719-45da-92df-66f390ba7bf0,75.0
1baa5787-3fa8-46cd-8261-cbcae12e742c,81.0
926a09b3-769d-421a-9105-999be5eb3b39,75.0
f32eebde-e7dd-4227-a857-e4ea90fcb86e,81.0
278baa3e-4fa9-4216-a176-ea081235bff2,76.5
d393d37b-7500-4a9d-8e6a-10829fbe3562,76.5
9c2eac70-ab47-489e-b14c-5411381d2e01,78.0
a0f46ef1-083f-4bef-86be-6ac7b6aabd92,75.5
2ddbcf24-baaf-4a6e-b66d-1a221f27863b,75.0
8dc417c7-1dcf-4dd6-b492-ffc59fcd3594,76.5
0e510ba8-1b4b-4223-a45e-45a76e223f0c,75.0
872640cd-6d8d-4001-b415-5741b50c52bb,75.0
cc7b025f-a945-4938-8048-faf8178e6786,78.0
0854bbce-179f-46f2-9ebd-a0f568466823,84.0
05be6365-48a1-4a64-b2d8-934baf601bac,78.0
6f7e8884-5fde-40ff-9ac5-c697901d8a3c,77.0
c11008b4-d9b7-408f-9589-72871f24fdb8,76.5
79612d4e-938c-4f3e-b2d8-6f55df02e746,82.5
54351b5e-46e3-42b9-b4fd-5503e8953b38,78.0
e0bd2ec0-4352-4533-a67c-5233cc4655fb,75.0
09043923-68d9-47e3-9df8-8d57ec783e2e,75.0
9029bd79-a2f9-4092-af00-5ec3bb0b6ce0,75.0
c66c4146-310e-4a22-8187-dcd804dc0d9d,82.5
014b117b-f2b6-47c9-9749-ed6ddb8a6eb5,75.5
ebaa52ba-23d8-4d9b-ad2c-143c17fe5ca3,77.0
92e2d11a-6e5f-434e-8728-ad5fae3d3e33,78.0
a7253516-fa72-42ed-8914-c600426f4b92,75.0
a9182e6e-a024-458c-b893-cb01c1bc212a,78.0
6347154f-6517-4f00-95b9-50c1f989882d,78.0
6cbe981a-31c3-44e9-b9cd-3e9be421cb4d,82.5
4b466484-e17e-4ecd-b25b-42deb0aee4af,84.0
44220916-2ca8-4bf5-b091-be5bbb4fb977,75.0
6c79c8f7-bd01-4756-bbba-ffe10b9f9e3b,75.0
c111efe4-7412-4c37-b4e5-5eb073669642,78.0
37c196b5-7365-49ae-993a-8c8ef5967a9e,81.0
3712e30a-474e-44aa-a906-f2f27fa756bc,78.0
35fb249b-1de0-4f32-9751-f8633f240f4f,82.5
60b5707b-7a06-4a04-843a-02144b25d0c0,81.0
5482b5ae-7634-47a0-a866-8a70d90913a3,76.0
b1f426cc-36b0-4c7d-9f2c-28ab8e73872f,76.5
1187b4cd-75b2-48de-955e-021a6ac87bd3,75.0
40dbe378-e8e3-4a92-893f-81094defb2b1,84.0
ea7256b8-12d5-4e64-8cfe-284ca68322ee,75.0
f645d665-6ee4-4428-b1f1-8ecf0e23bdee,77.0
02f88553-9b96-400c-bfbd-c585ab48b539,76.5
6b66daba-dc7b-4737-b7df-67a5f35c7ac4,79.5
416dc092-8712-4908-9348-dd03bb032467,78.0
e54a2759-ff9e-4d43-b7fe-956dfbbad5a1,79.5
40c81eab-a6f7-4be0-8494-e920d7429a41,82.5
ba1e0d92-135a-4c76-adb4-2e9ea8893aca,76.5
0df2fc10-d4d2-4357-9e4b-41219b7332d7,76.5
bae80d34-7bdc-4566-b14e-ab2e6b1196e6,76.0
89e2bb51-3ad6-4e04-8d54-dc3f720b70d4,78.0
8a427112-ee9c-4a01-997a-d160f2d9c185,75.0
1ab7b054-61a5-40bd-8389-dafa9cf3b3e7,79.5
5f3a37c2-3bff-4883-9889-11b699644b72,75.5
b361f04f-d5d2-403d-a7ca-845a39ae260d,81.0
f2aab386-43f6-4f49-b1b7-42964d2a43df,78.0
2849d3ea-398d-4df5-8ced-e454a592ec74,81.0
955bbb50-4df7-43ac-8e7c-57301e4c30bf,84.0
97794f13-fd1f-4190-9b1b-112e6287943b,76.0
8d49e7bb-42d9-4504-b516-a577d48d4dbb,77.0
c30806bb-a454-4c9b-8099-b5f8cfbfcd68,82.5
7d7d4ea0-3572-4449-af57-018ffd87d76c,81.0
1d1e65ec-a512-4609-992f-ad08c0c87441,77.0
838afd95-631d-4cfe-9b2a-234a1e37c89d,75.0
e6ecffa4-4789-42a8-b948-d55d079baad9,75.0
17356edd-d8a2-444d-bd94-9651a3c8f826,79.5
5db6eda9-064a-48b6-96ea-2cbfecf5989c,75.0
d34591c3-0c21-4299-93be-272295090809,84.0
2c7ce8f1-0abd-4041-ac27-a7e2cff77b6d,79.5
b8a85d41-24e8-4472-bead-aa8db74eaa55,77.0
baa7699a-0deb-4714-a7a6-606550c25bc6,75.0
fe9aaf70-85be-420b-aeff-408ca75e38bd,75.0
773f64cd-0235-49da-b102-8c7f1ab81f0a,82.5
91f9259c-af52-4d78-bb69-19d24791696f,75.0
66e54e1f-8675-40c5-9c14-41a39480c70e,75.0
078b67a5-1e33-4144-8816-6a5c75322bb3,87.0
b04c51eb-5d70-4dad-8fa1-7e808a585082,77.0
b3763687-b541-4317-8665-744202d110c9,78.0
bd56a647-b592-4df7-8a75-8ae19f2dcff4,78.0
ea8ca17b-f7e4-41e6-be3c-17a340b519f0,81.0
bdcf0113-5a61-484e-9e0e-8661d38a5930,75.0
4cc3b4af-b90e-4eac-92ea-48bb5b8488ab,75.0
602f0323-797b-4270-84fa-93e86ae7da1f,75.0
c14e4aa0-74d5-4809-9fb7-6a511bfcec3e,76.5
8f4e80b8-a97b-47db-99ab-fa7fb812b375,79.5
6e4d139e-fe2e-4a2a-8ed7-5d69f2d1a04c,76.5
16c1df98-5d54-40e5-b51d-11accb6a091f,78.5
3b68f29d-927b-4f2e-bab2-761f82273f09,79.5
1df42260-a25c-4b67-8335-55f26995fe06,77.0
f8f221c2-32f1-4fca-bf1e-7633ca945d9d,78.0
da4b4823-2a8e-4bab-827b-7ae0bf323608,76.0
6118c617-842d-41c0-b8c7-ceb17d33c920,78.0
187b8d57-3a4c-4f8a-ad7f-fc09ec5a3039,84.0
bccd990e-501b-499e-9b67-734166c70e70,79.5
a8923284-7269-4768-bd40-078a9f6b85b7,78.0
d4efd1fb-ec7c-4c8c-a65a-63c7ffe8329c,75.0
8b3e0411-faa7-4483-b025-df8cd440536d,76.5
5a297f1d-38c1-4405-9b07-7436f9ec9091,75.0
7d099f1e-2a2f-4073-8eaf-0d9546d42247,75.0
ed7f5111-4f48-404c-b0ea-862714fe8b79,88.5
c81edb95-d0e2-4902-be53-9c3330eb426f,79.5
dc30ff5f-48ce-4f08-81cd-500656f55d13,78.0
730c4ca8-0653-4bd8-ad25-afbf5a869aa9,82.5
52465aab-7332-4cb0-a054-00c4355424d5,78.0
9355b55b-6765-4d95-abf9-63d4e5563f2b,78.0
ad47d5bc-4686-41b4-8d6d-85596c426432,76.5
58322749-0f5e-4d06-a624-1f2407a9cec0,81.0
f95c59a2-4783-4192-938d-d790a0c79140,82.5
b199b1e8-d608-4145-88b6-18169441a951,78.0
d2598dc8-86cd-4fe1-8a5b-0c39701571d9,75.0
af9552ed-e108-4012-b4c8-ee19f19e80fd,76.5
6669b31c-81eb-478f-986b-df8710d94155,81.0
b3897c9a-554a-4a62-bc0b-ca44a3daf278,82.5
8cb41a59-76ae-45a7-80a8-86af50dfe35a,76.5
072fcb7f-9ea3-410c-b7e7-7a269f1f80c5,79.0
e1627c31-6ae3-44bf-b7ac-af3508eefde0,75.0
35e69284-b2c4-4e7e-8a0d-dadedb60662d,87.0
ff3630ec-20a7-4f86-b2c6-8490149f7da6,79.5
0fe75ce8-6486-40c3-bea5-9a8743d6b915,78.0
dcedb81f-fbdf-4a5e-abe8-8e4ec0258b41,79.5
0fbfe8e4-a185-4b63-b95e-22cce3a4d982,78.0
bfb1f23d-b8e9-44ac-902c-8310d5d75712,84.0
49e7bbf8-a365-4bf0-9926-ea6389cd494c,78.0
a0a53e31-457a-430f-9262-0ef9efd9f520,78.0
3c7f4b3b-18f3-457d-a51b-01466e394b8f,75.0
903de9d9-a3bb-4304-a37c-6d93ec2a75d7,84.0
5f69bad7-0dd4-4ba3-9a47-39a8344cb6c2,75.0
88e46642-d0a4-42c3-b651-888500754f6b,78.0
7528556e-1179-4b5a-a8cd-04a24973bbcf,81.0
1109d42a-8f8f-4620-a2c4-0dbd524a9d4e,75.0
6f9ee71a-db0e-4443-8d27-d2c962b9d467,75.5
507cb2d8-5c95-4d0c-8b4f-872a8be03f6b,75.0
0c6ddabb-75e1-4d6a-af73-d753e6fbb9f0,78.0
6ffeb4c1-cc8c-4ecf-868e-8c512861b63f,81.0
c404c4a6-1c3d-4e94-a032-a5d451336695,81.0
2bb7257e-0cbd-4105-a185-d0b634bc1107,76.5
b6257323-4b65-41cb-a978-0f526a5f9248,75.0
e6f93a01-9aa9-4bb2-a33e-4c42c2f38cc4,76.5
16f13da9-f096-4f39-9470-9cd68c0195ac,75.0
b14a6bd8-82ed-4c65-a88c-79a247125cea,78.0
22b13982-5f97-4a55-8230-5fe9c83d03c6,76.0
cdcf51a8-9ec8-4ce5-af67-16591d2a44e7,80.0
40357cab-60c8-4b86-9783-48b93de5d642,81.0
43ab6bd1-0e5b-4933-90e5-ebfbf63021be,81.0
b3a44206-9c0d-46a6-a7ae-bef7a1f0655d,78.5
8468da8c-abdc-4ee1-8c54-ed0e3ee36807,76.0
c52baffe-76cf-4d7b-9087-5859dc638e9d,77.5
f8bfe828-c00a-4d0d-a446-dce19c109f57,75.5
5e753334-8811-47e8-9195-ead0f2b26e58,76.5
8c497937-0637-4df7-9ca6-21922319aad7,75.0
33c26871-6f13-41df-b682-d5202db2247d,75.0
6f7b40eb-a7e2-4c98-91a6-b4ff94cfe371,76.5
8339dec2-f9ac-4c87-b708-3bebd2512e20,79.5
712a9b22-faa7-4ecc-a1be-db2da23da634,78.0
28ecde77-2b18-434a-82e7-9abcd12654a1,85.5
edf8078d-defa-40a1-a123-3f32cf20189d,81.0
8d5478c2-7c43-4167-bfd1-04f7f2df3ddd,76.0
6f304623-0d91-45f5-bb1a-a0ca90ac9c0c,78.0
733968ef-450d-4a7e-921b-3afe84b730e2,76.0
d83035b2-db09-44c3-bca5-9b9807954fd1,75.0
8b8b001e-714a-4f12-9894-bc7527e94dec,76.5
43710f49-5533-4b22-9aac-a050f766137f,81.0
c02aee26-fc2c-4e29-a514-84917703f657,84.0
e97170ad-4ccc-4801-a95d-74964e51b66e,75.0
b38d34f7-c269-487c-a374-95878daae7d7,78.0
59eddab6-174b-4df2-b539-6eb1e4d05ec9,85.5
39573a23-78a1-418f-843a-d4695cdb8260,75.0
489802e5-0fc7-48ac-964b-6f0f49760214,81.0
90361a9a-89c6-4f10-bf7b-108df49353af,82.5
b90f69f2-a335-4e9a-b11d-5d946b94699d,75.0
cfb60185-890d-4d60-9c3c-be45bdd9c61e,75.0
728849e5-6383-449c-b34e-759e4caea4d9,77.5
571df37f-370d-4a19-9b79-96f48e373e83,79.5
8f04d677-2ff2-4dd5-9b07-6aeb968d86ac,75.0
f683c8e9-cb28-4813-8c53-d0715eb30f29,87.0
c5322430-e46d-4c35-8e01-d3f7666bb135,75.0
d9bc9c0c-1607-4f70-bbd6-b898dc2bd3ba,80.0
3cd72e69-f594-465f-abcc-35ac4a4f3fa3,75.0
6e7a1846-99b4-40a8-9b6c-d9c54182f8d5,76.5
eb507888-83d5-403b-8264-3131020bf42c,75.0
76298f08-386d-47ec-a510-85bd500d7540,75.0
a53f5283-3ca2-4d4b-9f83-4eae8c67ad54,77.0
836f2601-b5f6-4739-a244-a866c01f2860,76.5
ecad4cf4-b122-4125-b435-a17e3d05574c,76.5
c6790438-61ce-42fa-a43e-8fd2ca0a61dd,78.0
f741ba3c-f6d4-4296-95a4-1cf1b0c0fbd7,78.0
f5822b46-e6c0-46e8-877e-7c48db3ee9ce,75.0
9776e3f9-c72b-4638-b6ab-4d68a347432a,75.5
f5e402cb-5c73-4b2f-ba52-d7297928f149,79.5
807a3983-602d-473e-a8cc-fdb2174d0d34,75.0
b3467004-1c47-4dce-b6ce-d6040c650c7d,75.0
ce216a6e-20e8-4f47-8a14-d81bb76f3cfd,78.0
bcef5f03-6533-4e16-aefc-14be1d212531,76.5
18fd2337-1b31-459d-812d-7c2a759bacea,79.5
36cc7635-f03a-4deb-a513-f238e60252ed,78.0
3b2bb0f6-780b-483b-8a94-8d87425d6711,75.0
c98c16d7-6d07-436b-8861-d89af1de99b9,75.5
0dfcf20f-c968-4732-a35c-25e9c6995e99,85.5
533295c9-6061-4f65-8150-599ad547b8e0,80.0
4ddb0f01-64b0-41d7-8e7a-8921b306d806,82.5
92d1051e-f6be-4ed2-9bd6-3ecee10285f3,78.0
cfaee5e1-1837-41e0-a984-161b898ab8d9,81.0
a1dc0b9b-42cb-4bcf-a2d7-05bdcc00ffb7,75.0
7b4a1e6f-4f0a-496b-8ee3-9a7991220d93,87.0
90ec97ae-8baa-4294-90ab-ed84be7b1610,76.0
0402f886-f63c-4658-9800-453eee2b6a56,81.0
f050a213-b00b-4676-b6be-4c95841019d1,76.5
3156c225-61b0-42d4-9e7d-d095f0b5326a,75.0
da97217d-8539-476d-9d5b-36506e659b57,76.5
e0e10993-c75a-4787-8b8f-e14a8600a84f,79.5
34ff2c82-caa4-402b-94b8-2b80bf98b83e,75.5
0bfac93b-9748-4334-9681-b4bda627a956,88.5
45327a39-0a5f-4067-be16-91cfff8aa5f2,81.0
49e8f38d-7c46-47f4-a57a-9eebc37da065,76.0
a65ce249-9fad-46d8-8bd6-cd7265cd2aa6,75.0
89e6a378-932b-4c26-a62c-95cb9c9957f1,78.0
15caf103-0ebe-4a10-bf23-d01674bc1587,75.0
aa6d7ecd-bcc6-486b-9ec9-b9650f8975ce,75.0
17a721e4-dee8-463a-aab4-3866eaaec1db,75.0
be8c20e4-b4b8-4dff-83c1-af555d6de73b,75.0
92e5a0f5-686a-440c-8ec3-11b71edf343a,79.5
90b3ea50-5cf8-4ace-86e1-2c227b5834d2,76.0
d5da3964-139e-4e46-8636-31a2ddb093c7,76.0
22f1f35b-6044-461b-b1bc-ee1e8e8fefed,79.5
2e274f30-2932-4b5b-b133-e919a0ad0b76,77.0
c78280aa-348b-4176-9068-612e19ea4ea5,78.0
e506dda0-40f3-4b39-83b6-103bfdc5fcd7,75.0
792f19de-b5d3-49cb-844d-5b27794c5b08,78.0
e1145287-8049-442e-a25a-8792cbd4fe20,81.0
33240eea-1e79-411a-be43-dbebd088bd3d,76.5
0379f55f-e4c2-4a0e-8700-b0294da0560c,82.5
5899a227-b409-4993-97ca-4ff0f377a05a,78.0
7d412f31-42b8-446b-a0ca-e916554f8608,84.0
9a9cc0e7-1705-427f-b441-6218fe582ce3,76.5
51a5e14e-00d6-4086-b826-5f6fb0619c23,76.0
f304829f-8f18-4dc9-b8fa-31e77dc39fdb,76.0
dc254e29-c371-4891-a474-0c63ab6f9142,79.5
24f514f4-7792-4d18-aff0-ee1d468a14b8,77.5
94c65986-9b4b-40a4-af30-9b8be21725b0,82.5
7151eb31-bdb9-4c9d-98d6-d14048ae92a2,75.0
26d5df7c-7590-47f8-a727-37426ec46741,75.0
75955399-98da-44c3-8f11-03b215164709,75.0
0121bca6-d3e7-492d-878f-f63a16abbcc4,75.0
90f77f7c-c5ab-4721-8c0b-4912ad69fcc2,75.0
604d19b6-ffaf-4977-80df-385c4cfaa715,75.0
5b7a3746-ddf6-4efd-9e10-4d32bc90274f,78.0
b9f408bd-0c1f-40fb-85ee-dd12812640a8,75.0
f6a41910-110c-4625-b47e-f8410aed5f27,78.0
831d5ccf-e91a-47f3-ac67-3c00f5543cb4,79.5
6fc67c92-09df-49d8-abdd-09444b332b2d,76.0
6060576f-ad19-49ba-b2af-51a60e4be263,75.0
e8ae4512-0150-4e13-abe7-c1759f9520c6,85.5
ad232d8b-e608-481e-a7e1-54464cb2a9cf,75.0
bf37b47d-aa39-4f65-bb6e-836a1fe4c78f,78.0
078cd743-62c3-4489-9f98-31b17f09c36f,76.5
866406d2-9d4b-436e-aa89-788e793e26e0,79.5
7413215e-2d15-4c1e-97ea-cf759546ab63,82.5
d3149dda-ca19-4028-952a-916f92608faf,78.0
216fa203-2257-4a0c-9e40-63ee8ee2e841,81.0
226114e4-a7e0-46ca-bdd6-f62bad73a81a,78.0
e0eeba9d-25c4-4590-ab7a-df7b797562ad,85.5
707b810d-7c8c-4de9-92ec-e72b045ba2b5,75.0
bff4bb11-7a95-4af2-b4a1-a8d0b81ff8a7,77.0
e7438031-5ba6-4331-879a-117186928fa9,76.5
685bdea3-837e-4229-ae56-cf90b7dc7c8d,78.0
3ea1c400-4d4a-460c-87c5-547dc4814f07,76.5
d7a37481-7593-4c49-87a8-321a632eb4a0,77.0
476f52c9-de1b-4c5d-ad7f-d993a057ff0d,81.0
63ae8a27-85e4-4414-acee-79a9966638f1,81.0
c4765247-7d7d-482c-a662-5feb5e8c7c50,84.0
6d1f67b5-f11c-4d9a-b0da-9461e04d584b,75.0
49d84e60-820d-4fac-9333-e33e6f50cca7,77.0
4008db26-78cb-4262-9282-64fd41aa5973,78.5
7f72b6d9-2cbe-46ff-af14-89e9da12eea2,79.0
1ff3d6f3-7a6a-4de9-8a5d-defcfb356b5b,85.5
2b5aa393-f51a-4589-ad22-221e303fec9e,76.0
480b4652-b1da-4c94-a969-b7a0f4e2e1e6,76.5
fe11e95a-fab9-4e9d-9f65-e984e6d60690,79.5
6774f9ca-f577-4600-9737-0b219cfc2c98,76.0
5d040c9a-e37f-4a42-8aa1-d01c8e117fc3,88.5
7b533f45-6e8c-422d-910d-a1483acefcef,75.0
1276b99d-25d0-47fe-95db-5d078adc2b51,76.0
ac0be7b4-6c50-4731-9609-1e39c34a2e07,76.5
28fe322d-ba58-4e66-bc81-7fb7b2053d9b,77.0
e66d5c7f-4198-47de-8f00-d6bcad08ae39,76.0
ba1784f0-1a7c-42da-8baa-784c53514fc4,88.5
11c7ba10-da39-42fd-a2c3-f63d687e35a1,81.0
ef983f66-b3e4-41df-87f4-09fc56860b7e,75.0
c625e39d-da34-4e8e-b686-4b9ff6e5a30e,75.5
bbbe32a5-1619-42ee-9bcf-82c4bc42b824,75.0
d09b4905-afb3-43c1-9b94-83dd3515e5ba,78.0
84d11e6f-d3b3-472f-9b10-06fd0c001f48,81.0
64964345-169d-4144-b40b-11ece4795b74,76.5
86900752-ff85-4256-97ad-5c815d982585,75.0
37d2e438-5fae-4023-a26a-8476a29afd25,78.0
3575cad1-a4a5-457b-bd56-ef75c77b4233,78.0
ebbf6513-cadb-4a32-b9ff-63fe47349f03,78.0
5c7c93e5-e373-400c-9263-0db95eb2a457,84.0
14cb60fa-812d-405b-b7e4-f861cad4d0f9,78.0
8f1d2abd-d1dd-4cea-98a4-9ebbbdeb90c9,76.5
05f01573-197c-4343-99f9-bced3d7f5cc9,75.0
fb6f29d8-a021-41aa-b481-bc8c6baba277,78.0
8718f421-fd15-4aac-b4c0-14e35c931de3,75.0
b06604d8-7af8-43ea-ab00-b222c9076fce,78.0
0b3ba940-b5c3-440e-a9b9-0c0401acb081,78.0
10b32e21-6918-4200-8ab8-b93f586e0f50,75.0
7baaab11-3800-49ae-ac35-b242661a97cb,78.0
0a102e50-627a-4706-b63a-3c2d9eddeaf9,81.0
2d3b4c1f-376d-4078-ac70-52330efd6cbb,75.0
fdd8e2a0-0831-4af1-ab0b-01c205624f90,75.0
97012dde-1509-423a-afde-09c6f0e303f8,76.5
9ebeca8f-0652-485b-8f7d-3156358f4645,75.5
f3cdb4be-cc35-4086-b259-e08ffd2e22b7,75.0
0485aa43-9e39-4262-8a9d-2e43abe1d8bb,81.0
b1355473-f06f-4b05-b5a6-00fb6192b73e,78.0
b23f8b31-92a8-459f-861c-817a8763cb7f,75.0
e73c450d-0f03-4876-8cc5-9ba5a5da17a8,75.0
e5de9f15-40c7-4c8a-b512-d87574322bca,75.0
e486dba3-377c-414b-8ba3-f56a603a1b55,79.0
2875ff2b-66e8-48b6-ac4e-4eb6f2454cfc,75.0
f9fd397c-ff15-4df9-ac9a-62f552c8fafe,78.0
bc7e0fea-cbee-4230-bdc8-2045736f3e36,76.0
93f93b43-e075-4718-ac9d-0cda36d71625,78.0
8db831d2-71b5-44cc-9fae-8c4fea7e32ea,78.0
5f85e943-e76e-4bb7-b082-bbad8e83587c,76.5
6b076f99-040f-45f4-bfb2-c4ecbf6ad2d0,81.0
f292e259-01d8-4057-a7bd-c1a74e12e3f4,75.0
c37b9639-3686-43f9-a3cb-f88671cfb9b2,78.0
ddf85b5e-b59b-49d4-9831-cce4d610416a,76.5
f7f1117c-49b0-4d70-9f61-e832f4346f74,78.0
c74c4ffb-7629-4884-812b-89dbebaf7a84,79.5
089636bc-f245-4782-ba4f-5aa48406bf7e,79.5
dce51058-4b39-4bbb-91a0-5c44a3740ee8,78.0
8be93487-9bed-4c16-975c-f27a61e91b96,75.0
eba36699-d650-4ad1-bd74-f37f23becc76,87.0
494c9197-0f8e-48e0-930a-a585102f3b69,77.0
7e1d4c57-e451-49a9-a77f-3deee2783c38,79.5
2b6c0172-d69b-444b-b089-bd03ab0aaec2,75.0
5327128f-ae09-4678-8593-476892c3b2f6,76.5
b59d5225-a031-47dc-ac4c-61c718b6bb74,75.0
